#lab INRiM
#hv keithley6487
#s CNTArO2Etching_N1new_b
#t 2.7
#d 1.5
#V -295
#
#Time	Temp	Current
# s	K	pA	
1182.600509	140.472000	-11.785900
1184.601389	140.472000	-10.933900
1186.601024	140.434000	-11.907700
1188.601038	140.397000	-10.746030
1190.600665	140.358000	-10.897220
1192.601535	140.358000	-10.416500
1194.600825	140.321000	-10.479320
1196.601129	140.287000	-11.911750
1198.602368	140.257000	-11.425760
1200.603318	140.257000	-10.515200
1202.604182	140.225000	-10.279500
1204.605035	140.225000	-10.131760
1206.605894	140.225000	-9.913488
1208.666718	140.225000	-10.124670
1210.668591	140.225000	-10.097300
1212.667956	0.000000	-9.708187
1214.667815	0.000000	-9.518497
1216.668384	0.000000	-10.037930
1218.667682	0.000000	-10.153850
1220.667880	0.000000	-9.706367
1222.667685	0.000000	-9.524375
1224.667731	0.000000	-9.359001
1226.668358	0.000000	-10.202890
1228.669394	0.000000	-8.144033
1230.669252	0.000000	-9.899705
1232.669007	0.000000	-9.719133
1234.668948	0.000000	-9.645367
1236.669159	0.000000	-10.267140
1238.669010	0.000000	-9.786013
1240.668702	0.000000	-10.213630
1242.669138	0.000000	-10.405150
1244.669166	0.000000	-9.710419
1246.669100	0.000000	-9.782771
1248.669358	0.000000	-9.987864
1250.669162	0.000000	-10.398670
1252.669651	0.000000	-9.882883
1254.668829	0.000000	-9.914302
1256.669695	0.000000	-10.493310
1258.669955	0.000000	-9.948549
1260.671316	0.000000	-9.778916
1262.671382	0.000000	-10.060010
1264.671037	0.000000	-10.050490
1266.671160	0.000000	-10.030430
1268.672436	139.371000	-9.940441
1270.671688	139.352000	-10.007320
1272.672605	139.331000	-9.963549
1274.671685	139.292000	-10.084330
1276.672458	139.263000	-9.644350
1278.672672	139.237000	-10.027380
1280.673648	139.208000	-10.083930
1282.674580	139.194000	-10.045830
1284.673810	139.174000	-10.042990
1286.674547	139.134000	-9.720748
1288.673819	139.107000	-10.153640
1290.675559	139.071000	-10.313950
1292.675889	139.071000	-10.090010
1294.676650	139.035000	-9.755610
1296.677011	139.006000	-10.249500
1298.676731	138.978000	-10.296520
1300.677371	138.978000	-9.579902
1302.677907	138.934000	-9.706361
1304.678545	138.895000	-9.653065
1306.678334	138.854000	-9.960707
1308.678603	138.854000	-10.186070
1310.677707	138.820000	-9.843361
1312.677752	138.789000	-10.223360
1314.677855	138.761000	-9.694202
1316.677753	138.722000	-9.553354
1318.678627	138.722000	-9.921191
1320.679462	138.685000	-10.047450
1322.679101	138.658000	-10.005900
1324.679041	138.621000	-9.722168
1326.679354	138.621000	-8.323995
1328.680224	138.581000	-10.016440
1330.680617	138.561000	-10.056360
1332.679746	138.527000	-9.811952
1334.679707	138.527000	-9.620636
1336.679734	138.496000	-9.887541
1338.680256	138.463000	-10.426020
1340.679876	138.425000	-9.891396
1342.681162	138.375000	-9.821266
1344.681710	138.375000	-10.346370
1346.682118	138.318000	-9.795333
1348.681791	138.256000	-10.000420
1350.683429	138.237000	-9.338727
1352.684676	138.237000	-9.906185
1354.684976	138.204000	-10.425610
1356.686470	138.173000	-9.706967
1358.687608	138.152000	-10.244030
1360.688315	138.152000	-10.596250
1362.688383	138.128000	-9.813365
1364.688596	138.094000	-9.291308
1366.688377	138.053000	-9.829783
1368.688199	138.036000	-10.162760
1370.688705	138.036000	-10.107230
1372.688963	138.005000	-9.377440
1374.689951	137.978000	-9.644142
1376.689859	137.955000	-9.745473
1378.689705	137.955000	-9.991307
1380.691562	137.921000	-9.590642
1382.690913	137.889000	-9.941042
1384.691137	137.855000	-10.598280
1386.690869	137.855000	-9.976106
1388.691455	137.813000	-9.671301
1390.690987	137.784000	-10.074600
1392.690842	137.751000	-10.046430
1394.692410	137.706000	-9.952596
1396.691905	137.706000	-9.796343
1398.691716	137.669000	-10.084330
1400.693531	137.630000	-10.305030
1402.694498	137.590000	-9.674340
1404.694619	137.590000	-9.943066
1406.694169	137.555000	-10.126890
1408.693802	137.529000	-10.338060
1410.693791	137.499000	-10.144320
1412.694144	137.499000	-10.004270
1414.694592	137.462000	-9.953001
1416.694375	137.434000	-10.133370
1418.694670	137.391000	-9.344808
1420.695205	137.375000	-9.780334
1422.695450	137.375000	-10.247680
1424.695045	137.327000	-9.777700
1426.694677	137.252000	-10.050280
1428.695006	137.202000	-10.137630
1430.695895	137.202000	-10.069730
1432.695989	137.144000	-9.500659
1434.695989	137.093000	-9.868286
1436.696217	137.074000	-10.297530
1438.697654	137.074000	-10.157090
1440.696928	137.057000	-9.712235
1442.696880	137.023000	-9.518287
1444.697931	136.984000	-9.876597
1446.698540	136.963000	-10.011170
1448.697936	136.963000	-9.827560
1450.697668	136.925000	-9.845592
1452.699006	136.893000	-9.772024
1454.698753	136.856000	-9.576048
1456.699090	136.856000	-10.372310
1458.700559	136.825000	-10.463310
1460.700101	136.796000	-10.025760
1462.699839	136.767000	-9.479174
1464.700160	136.767000	-9.734730
1466.700105	136.717000	-10.182420
1468.700415	136.656000	-10.069330
1470.701526	136.594000	-9.504304
1472.701002	136.526000	-9.924017
1474.702488	136.526000	-9.573815
1476.701946	136.469000	-10.136010
1478.703218	136.429000	-9.782762
1480.703234	136.374000	-9.696227
1482.703166	136.374000	-9.972049
1484.703318	136.319000	-9.979143
1486.703475	136.267000	-9.884295
1488.702960	136.233000	-9.916519
1490.703311	136.233000	-9.641102
1492.704287	136.205000	-9.566522
1494.704115	136.160000	-9.692372
1496.705279	136.107000	-10.184440
1498.704936	136.094000	-10.301580
1500.705161	136.094000	-10.036900
1502.705184	136.076000	-10.058590
1504.704671	136.035000	-9.946917
1506.705192	135.987000	-9.586584
1508.706465	135.987000	-9.661571
1510.706426	135.931000	-10.021290
1512.705905	135.860000	-9.986643
1514.707657	135.803000	-9.745068
1516.707701	135.751000	-9.958062
1518.709030	135.751000	-9.751955
1520.708756	135.690000	-9.683457
1522.709080	135.643000	-10.050270
1524.710533	135.600000	-9.444718
1526.709798	135.600000	-10.370690
1528.709785	135.539000	-10.175120
1530.709671	135.497000	-9.566320
1532.710002	135.466000	-9.940232
1534.709667	135.466000	-10.014410
1536.710388	135.407000	-9.836467
1538.710850	135.345000	-9.813160
1540.711572	135.277000	-9.814986
1542.711203	135.277000	-10.656240
1544.711110	135.189000	-9.943680
1546.710756	135.124000	-9.810527
1548.711050	135.063000	-9.899493
1550.711505	134.986000	-10.082900
1552.711014	134.986000	-9.863218
1554.710702	134.934000	-10.376970
1556.711151	134.884000	-10.422370
1558.710679	134.839000	-9.731692
1560.710998	134.839000	-9.489708
1562.711044	134.789000	-9.782360
1564.710870	134.729000	-10.050890
1566.711520	134.667000	-9.943271
1568.711406	134.667000	-10.213630
1570.711154	134.624000	-9.893824
1572.710969	134.585000	-9.998397
1574.711209	134.541000	-9.830995
1576.711150	134.485000	-9.840119
1578.711341	134.485000	-9.989684
1580.710981	134.415000	-10.295500
1582.711503	134.299000	-9.825726
1584.711191	134.227000	-10.006700
1586.712550	134.227000	-10.329340
1588.712309	134.172000	-9.616173
1590.711748	134.103000	-9.566318
1592.712667	134.067000	-9.809516
1594.713562	134.067000	-10.367450
1596.712869	134.035000	-10.106620
1598.714614	134.006000	-9.855315
1600.714576	133.947000	-9.605633
1602.714390	133.887000	-9.818232
1604.713878	133.887000	-10.098720
1606.713834	133.809000	-9.673118
1608.714065	133.740000	-9.900510
1610.714925	133.652000	-9.767154
1612.716369	133.652000	-9.592055
1614.715685	133.546000	-9.970223
1616.717413	133.461000	-9.929084
1618.717632	133.397000	-9.661367
1620.717395	133.314000	-9.590029
1622.716745	133.314000	-9.654878
