#lab INRiM MiCa
#hv keithley6487
#s CNTArO2Etching_AsGrown
#t 2.7 
#d 1.5
#N 20
#dbm 2
#
#Voltage	Current	SD
#V	pA
390.400000	-538.500300	0.507436
390.600000	-542.009300	0.471132
390.800000	-543.802300	0.486354
391.000000	-545.570400	0.378414
391.200000	-547.237400	0.354798
391.400000	-548.850600	0.347139
391.600000	-550.335700	0.375371
391.800000	-552.299700	0.374419
392.000000	-554.603500	0.357472
392.200000	-559.960900	0.270034
392.400000	-563.974300	0.352500
392.600000	-567.745700	0.336129
392.800000	-571.490700	0.367291
393.000000	-574.589300	0.301627
393.200000	-579.158400	0.230216
393.400000	-585.022600	0.325662
393.600000	-590.431300	0.324021
393.800000	-594.883000	0.302269
394.000000	-600.050100	0.647535
394.200000	-604.696800	0.302841
394.400000	-609.576600	0.451288
394.600000	-614.646000	0.502795
394.800000	-619.622600	0.486780
395.000000	-622.631100	0.397612
395.200000	-625.497400	0.338556
395.400000	-627.943800	0.291231
395.600000	-630.171600	0.305451
395.800000	-633.824400	0.390512
396.000000	-638.789200	0.388423
396.200000	-642.362800	0.322709
396.400000	-643.557800	1.537927
396.600000	-644.846100	0.369522
396.800000	-647.095400	0.480228
397.000000	-649.050300	0.432330
397.200000	-651.025200	0.496965
397.400000	-653.214100	0.358012
397.600000	-656.123800	0.434443
397.800000	-660.432400	0.349784
398.000000	-665.392700	0.376965
398.200000	-673.571900	0.498449
398.400000	-680.910200	0.405415
398.600000	-684.873700	0.397715
398.800000	-689.051900	0.361406
399.000000	-693.658600	0.361726
399.200000	-698.015300	0.300519
399.400000	-702.011300	0.483614
399.600000	-706.743200	0.327319
399.800000	-713.423800	0.328242
400.000000	-720.036800	0.297514
400.200000	-728.454500	0.336036
400.400000	-735.778400	0.410259
400.600000	-744.247600	0.388387
400.800000	-754.807100	0.276004
401.000000	-767.833600	0.288489
401.200000	-777.701300	0.446940
401.400000	-790.875900	0.497452
401.600000	-803.327700	0.404944
401.800000	-815.847700	0.364198
402.000000	-828.141400	0.299227
402.200000	-839.832100	0.387147
402.400000	-849.417500	0.406617
402.600000	-856.718800	0.400506
402.800000	-862.502100	0.471806
403.000000	-867.799100	0.465264
